;Title;Text
253;Witness call: Unknown man on two-wheeled vehicle escapes after collision;On Tuesday morning (29.06.2021) there was a collision between a pedestrian and a motorized two-wheeler on Burgweiherweg. The unknown person on the scooter or moped fled after the accident and has not yet been located. The St.Gallen city police are looking for witnesses. On Tuesday morning at 10:15 a.m., a 20-year-old man was walking on the Burgweiherweg, shortly after the confluence with Waldackerweg, heading east on the right side of the road. Suddenly he was hit from behind and fell to the ground. The 20-year-old injured himself slightly. The unknown two-wheeler stopped briefly, but then left the accident site heading east without taking care of the injured person. The unknown person is likely to be a 20 to 30-year-old, rather small man who was traveling on a black scooter or moped. In the area of ​​the stern, the two-wheeled vehicle was silver. The St.Gallen City Police are looking for witnesses who were able to observe the accident and provide information about the unknown refugee. The St.Gallen City Police will receive information on 071 224 60 00.
254;Skateboarder injured in collision with a passenger car;On Friday afternoon (July 2nd, 2021) there was a collision between a passenger car and a skateboarder on Oberstrasse. The skateboarder had to be taken to the canton hospital with rather minor injuries by the St.Gallen rescue service. On Friday afternoon shortly after 4:30 p.m., a 32-year-old skateboarder drove on the pavement of Oberstrasse towards out of town. He let his dog pull him. At the same time, a 51-year-old man wanted to turn right from an exit onto Oberstrasse. The dog could still avoid the car. However, the skateboarder collided with the exiting vehicle. It threw him over the hood. In doing so, he suffered minor injuries. He was brought in the ambulance to the St.Gallen Cantonal Hospital for a check. There was moderate property damage. The dog was unharmed.
255;Self-accident with an e-scooter;On Friday afternoon (July 2nd, 2021) a woman driver fell on her e-scooter without being affected by third parties. With a leg injury, she had to be taken to hospital care by the St.Gallen ambulance. On Friday afternoon shortly after 4:30 a.m., a 25-year-old woman was riding her e-scooter down the Sonneggstrasse. At the confluence with Wiesentalstrasse, the roadway was blocked off with a barrier tape as a result of a construction site. The driver recognized this in time. When trying to drive under the barrier tape, she lost control of the electric scooter and fell. With leg injuries, she had to be taken to the St.Gallen Cantonal Hospital by ambulance. There was minor property damage.
256;Collision with a parked vehicle;On Saturday morning (July 3rd, 2021) there was a collision with a parked car on Dufourstrasse. The person who caused the accident was distracted by a tipped beverage can on the passenger side. There was considerable damage to property. People were not injured. On Saturday morning shortly after ten a.m., an 18-year-old drove her car on Dufourstrasse in a westerly direction. At the height of property no. 28, she was distracted by a beverage can that had overturned on the passenger side. Due to the resulting lack of attention on the road, her car crashed head-on into a parked car. There was considerable damage to property. No people were injured.
257;Man overlooks child on pedestrian crossing;On Tuesday evening (July 6th, 2021) there was a traffic accident between a passenger car and a pedestrian. The pedestrian injured herself slightly. On Tuesday evening, at 7 p.m., there was a collision between a passenger car and a pedestrian on Zürcher Strasse. The 22-year-old driver turned his car from Turnerstrasse into Zürcher Strasse. At the same time, a 9-year-old girl was crossing the pedestrian crossing. The 22-year-old missed the girl and a clash occurred. The 9-year-old injured herself slightly. There was no damage to property.
258;Collision between car and e-bike;On Wednesday noon (07/07/2021) a traffic accident occurred between a passenger car and an e-bike. The e-bike driver was slightly injured. At 11:45 a.m. on Wednesday, a collision between a car and an e-bike occurred on Zürcher Strasse. A 63-year-old e-bike rider was traveling on Zürcher Strasse in the direction of Stahlstrasse. He steered his e-bike on the cycle lane in the forbidden direction of travel. At the same time, a 60-year-old driver intended to turn right into Zürcher Strasse from Stahlstrasse. There was a collision and the e-bike hit the right side of the car. The 63-year-old e-bike rider was slightly injured. There was minor property damage.
259;Failure of emergency telephony - emergency meeting points in the city of St.Gallen;The operations center of the St.Gallen City Police is currently affected by technical problems. Both emergency calls to 117 and the general number 071 224 60 00 cannot be reached. The city police and fire brigade St.Gallen have set up emergency meeting points in the city. The operations center of the city police St.Gallen is currently (July 9th, 2021) affected by technical problems. Both emergency calls to 117 and the general number 071 224 60 00 cannot be reached. You can reach our operations center in emergencies under the numbers: +41 79 903 64 94 + 41 79 907 30 45 +41 79 895 07 92 If you cannot reach us, the city police and fire brigade in St.Gallen have set up emergency meeting points: city police Vadianstrasse 57 and contact point Downtown Neugasse 5 Fire Brigade Notkerstrasse 44 Fire Brigade East Espenmoosstrasse 18 Fire Brigade West Haggenstrasse 25
260;Operations center accessible again;The operations center of the St.Gallen City Police has been available again since Friday, July 9, 2021, shortly before 9 a.m. In an emergency via 117, for general concerns and questions via +41 71 224 60 00. Previously, the operations center had been affected by technical malfunctions since midnight and could not be reached. Mobile numbers were immediately communicated with the police and the emergency meeting points for the reception of contants.
261;Two people taken into custody;On the night of Sunday (July 11th, 2021) the St.Gallen City Police took two men into custody. One was so drunk that he couldn't be left to his own devices. The other man, drunk and confused, crossed train tracks and had to be fetched from a railway line. On Saturday evening, shortly after 10.15 p.m., the St.Gallen city police were called to a corona test tent in front of a club because a visibly drunk 34-year-old was confused Made statements. The police decided that the man could not be left to his own devices and took him to the police station for further investigation. The conclusive breath alcohol test gave a value of 1.34 mg / l. A medical officer attested that the 34-year-old is liable and the city police ordered it to be in custody due to personal danger. Early on Sunday morning, at 1.30 a.m., the St.Gallen city police had a 34-year-old from a railway line at St.Fiden station to fetch. The drunk and confused man was on the railway line between platform 1 and platform 2. He was led off the tracks by a patrol and taken to the police station. The conclusive breath alcohol test showed 0.81 mg / l and the man seemed visibly confused. After the assessment by a public health officer, police custody was ordered by the city police due to personal risk.
262;Witness call: man overlooks child on pedestrian crossing;On Tuesday evening (July 6th, 2021) there was a traffic accident between a car and a child. The girl injured herself easily. The course of the accident is still unclear, which is why the St.Gallen city police are looking for witnesses. On Tuesday evening, at 7 p.m., there was a collision between a car and a child on Zürcher Strasse. The 22-year-old driver was out and about with his car on Zürcher Strasse. At the same time, a 9-year-old girl crossed the pedestrian crossing at the Denner supermarket. The 22-year-old missed the girl and a clash occurred. The 9-year-old injured herself slightly. There was no damage to property. The exact course of the accident is still unclear, the St.Gallen city police are looking for witnesses who were able to observe the accident and provide information on the course of the accident. The St.Gallen City Police will receive information on 071 224 60 00.
263;Witness call: Unknown person on motorcycle escapes after collision;"On Monday morning (July 12th, 2021) there was a grazing collision between a motorcycle and a car on the A1 motorway in the direction of St.Gallen shortly after the Oberbüren exit. The passenger car was damaged in the process. The unidentified person on the motorcycle left after the accident without worrying about the damage. The St.Gallen city police are looking for witnesses. On Monday morning, shortly before 8 a.m., a woman was driving her car on the A1 motorway from Wil towards St.Gallen. Shortly after the Oberbüren exit, she took the outermost left lane. There was also a passenger car in the middle lane. A motorcycle approached from behind and overtook the driver on the right and between the two cars, which were at the same height. The motorcyclist touched and damaged the driver's right side of the vehicle. Without bothering about the matter, the unknown person continued their journey on the motorcycle and left the motorway at the Gossau exit. The person on the motorcycle, which is presumably a ""naked bike"" with white attachments, was likely to have worn a dark full-face helmet, a dark jacket and short green camouflage pants. The St.Gallen City Police are looking for witnesses to observe the patrol collision and can provide information about the unknown person on the motorcycle. The St.Gallen City Police will receive information on 071 224 60 00."
264;Speeding trip ends with a head-on collision;"On a Tuesday in February (February 23rd, 2021) there was a self-accident on Zwinglistrasse. Previously, a passenger car fled a police check at massively excessive speed. The driver lost control of his vehicle and hit a retaining wall head-on. Nobody got hurt. There was very high damage to property. The responsible driver was brought to the St.Gallen public prosecutor's office. One Tuesday morning in February, at 2.20 a.m., a patrol of the St.Gallen city police noticed a black Mercedes driving into town on St.Jakob-Strasse. When the police turned their vehicle around to check the car, the driver accelerated massively and evaded control. All special signals, the blue light and siren were ignored. The excessive speed of the escape vehicle made it difficult to drive afterwards and was finally stopped when the car was lost sight of. About 30 minutes later, a patrol of the St.Gallen canton police became aware of the accident on Zwinglistrasse during a search for the escape vehicle . The vehicle involved in the accident was the Mercedes C 63 S AMG, which the city police wanted to check beforehand. The car hit a retaining wall head-on. Nobody got hurt. Property damage was estimated at CHF 77,000. The person who caused the accident, 22 at the time of the crime, was classified as fit to drive, the breath alcohol measurement showed 0.00 mg / l. The police seized the car and the mobile phone of the 22-year-old Swiss. It was found that the mobile phone had been reset in order to delete any stored data. Later, extensive evaluations showed speeds of 174.9 km / h at a maximum speed of 50 km / h and 89 km / h in zone 30. During the search of the accident vehicle, the police found a ""dragy box"". This is used to record acceleration and speeds, which can be recorded via GPS and sent to a smartphone and later shared for publication. In response to the call for witnesses published by the St.Gallen City Police in February 2021, two witnesses who observed the accident and provided information about the accident Could make happen. All people were interviewed. The 22-year-old Mercedes driver was reported to the St.Gallen public prosecutor's office for exceeding the signaled maximum speed several times, evading a control, causing a self-accident and failing to comply with the reporting obligation."
265;Car driver ends up in a forest slope after an accident;Last Thursday evening (July 8th, 2021) a self-accident occurred on Rehetobelstrasse. A man hit the guardrail and fell down a slope. He injured himself easily. There was considerable property damage. Last Thursday evening, shortly after 9 p.m., a 19-year-old driver was driving on Rehetobelstrasse in the direction of St.Gallen. Shortly before the Schaugentobelstrasse junction, the man crashed head-on into the guardrail on the right-hand side of the road. As a result, the car turned on its own axis and fell a few meters down a slope. According to the driver, an unknown animal ran into the road from the right, which he wanted to avoid. The 19-year-old man then lost control of his vehicle and ended up on the forest slope. The driver injured himself slightly and had to receive medical attention. There was considerable damage to property. The accident car was towed away.
266;Violent against police officers;On Friday afternoon (July 16, 2021) the St.Gallen city police tried to settle a dispute between two people. The police officers were verbally abused and physically attacked by one person. The male person was handcuffed and taken to the police station. He did not calm down while driving there either. He was charged with violence and threats against officials. On Friday afternoon shortly before half past five, the St.Gallen city police tried to settle a dispute between two people on Schlösslistrasse. The police officers were verbally abused and physically attacked by a person involved. The 24-year-old aggressive man did not calm down and had to be handcuffed. During the drive to the police station, the police continued to be cursed and threatened. At the police station he calmed down after a certain time, after which the interrogation could be carried out. He is reported to the St.Gallen public prosecutor's office for insulting, violence and threats against officials. He was then released.
267;Man insults police officers;On Monday night (July 19, 2021) a drunk person was reported to the St.Gallen City Police at the St.Gallen train station. During the identity check, the man appeared abusive to the patrol, verbally abused the police and spat. The man is displayed. On Monday night, shortly after 1 a.m., the St.Gallen City Police were called to the St.Gallen train station because of a drunk person. During the identity check, the 36-year-old Swiss showed up abusive towards the patrol and waved around. He was handcuffed to protect himself. He spat in the direction of the police. During the control, a small amount of anesthetic came out, which was seized. The breath alcohol measurement showed 1.18 mg / l. The 36-year-old man cursed the officers throughout the inspection. The man is displayed.
268;Motorcycle collides with car;On Sunday evening (July 18, 2021) there was a collision between a motorcycle and a passenger car. The motorcyclist was slightly injured. There was high property damage. On Sunday evening, at 5:40 p.m., a collision between a motorcycle and a passenger car occurred near the Oberer Graben near the Verzeigung Schibenertor. A 17-year-old motorcyclist was on the Bahnhofstrasse in the forbidden direction of travel in the direction of Marktplatz Bohl. At the same time, a 36-year-old driver drove on the Obere Graben in the direction of Blumenbergplatz. He turned into the junction because his traffic lights were switched to green. As a result, there was a collision between the motorcycle and the passenger car. The 17-year-old woman was slightly injured. There was high damage to property. The car had to be towed and the motorcycle transported away.
269;Survey on the use of micromobile transport;In a project, the University and the City of St.Gallen want to find out how various micro-vehicles such as e-scooters or e-bikes are used and how these can be integrated into existing transport systems. The population is invited to take part in an online survey by mid-August. Based on the knowledge gained, discussion rounds are then planned with the population and associations. Micromobility includes motorized and non-motorized micro and light vehicles that are characterized by their compact and lightweight construction and are designed for individual passenger transport. This includes, for example, bicycles, e-bikes, e-scooters or e-cargo bikes. In St.Gallen, too, these are increasingly part of the cityscape. But for which routes do the people of St.Gallen use these vehicles, can they replace car journeys and how can the micro-vehicles be connected to the train and bus? The Institute for Mobility at the University of St.Gallen (IMO-HSG) and the City of St.Gallen are investigating these and other questions about the integration of micromobility in a cooperation project. In the project, 17 cities in different countries are examined in detail. Clevermobil combined to the goal The urban energy concept and also the mobility concept rely on the promotion of bicycle traffic and public transport as well as combined mobility, among other things. This is why the question of how the various micro-vehicles, as young forms of individual urban transport, can be sustainably integrated into the existing transport systems and mobility patterns of the population is also of interest. The use of micromobility is particularly useful for the so-called last mile, for example between the public transport stop and the workplace. It is interested in whether and under what conditions the micro-mobility forms can be meaningfully integrated into the existing mobility offer and how this can be further developed. Interested parties can take part in an online survey until August 16, 2021. On the basis of the knowledge gained, roundtables will be held in late summer with interested citizens, professional associations and interest groups in order to discuss and incorporate suggestions for the sustainable integration of micromobility.
270;Witness call: man has an accident with a bike in the western train station underpass;On the night of Friday (23.07.2021), a 29-year-old cyclist fell in the area of ​​the western station underpass of the St.Gallen station. Since the course of the accident is unclear, the St.Gallen city police are looking for witnesses. Early on Friday morning at 1 a.m., a cyclist fell in the western station underpass of the St.Gallen train station. The 29-year-old fell in the area of ​​the stairs of the Gaiserbahnhof, or platform 1, in the western station underpass. After the fall, the man came to rest at the foot of the stairs with unspecified injuries. He was looked after on site by the St.Gallen Rescue and then brought to the central emergency room. Since the course of the accident could not be fully clarified and in order to rule out a third party, the St.Gallen City Police is looking for witnesses. Persons who can provide information about the accident are asked to contact 071 224 60 00.
271;Despite the expired learner's license on the road with a motorcycle;"On Thursday evening (July 22nd, 2021), the St.Gallen City Police checked a motorcyclist who was on the motorcycle with an expired learner license, without an ""L"" and with a second person, which is not allowed. Furthermore, the man was classified as unfit to drive and a small amount of hashish was found and confiscated with impunity. On Thursday evening, at 5.15 p.m., the St.Gallen city police checked a 34-year-old motorcyclist. The police found the man unable to drive, whereupon the public prosecutor ordered a blood and urine sample. In addition, the 34-year-old was on the motorcycle with an expired learner's license, without an ""L"" and with a second person, which is not allowed. Furthermore, a small amount of 9.7 grams of hashish was found on the man and confiscated with impunity."
272;Speed ​​control drunk;On Thursday evening (July 22nd, 2021) a driver was caught during a speed control. It turned out that the driver was driving under the influence of alcohol. On Thursday evening, shortly before 10 p.m., a 42-year-old driver ran into a speed control of the St.Gallen city police. Since he was traveling too fast at 3 km / h, he was stopped. When talking to the 42-year-old, there was a smell of alcohol in the mouth. The conclusive breath alcohol test resulted in 0.80 mg / l. The man's driver's license was blocked in the system and he was prevented from continuing his journey. The 42-year-old is brought to charges for driving under the influence of alcohol.
273;Drunk on the e-scooter on the go;On Friday morning (23.07.2021) the St.Gallen City Police stopped a young man on an electric scooter who was under the influence of alcohol. He was brought to charges. Early Friday morning at 3:20 a.m., the St.Gallen City Police stopped a 19-year-old man on an electric scooter. An evidential breath alcohol test showed that the 19-year-old had driven the e-scooter with 0.94 mg / l. He had to be taken to the police station for questioning and was reported for driving under the influence of alcohol.
274;Sharp duds secured on the Sitterufer;On Thursday evening (July 22nd, 2021) a possible dud was reported to the St.Gallen city police on the Sitterufer. The suspicion was confirmed and the sharp, around 100-year-old dud was finally seized on Friday afternoon by the KAMIR command (ordnance disposal and mine clearance) of the Swiss Army. On Thursday evening, shortly before 6 p.m., the St.Gallen city police discovered a possible dud on the Sitterufer, reported near the Rechenwaldstrasse. The suspicion was confirmed and the area was cordoned off and secured accordingly. In addition, the specialists from the KAMIR command (ordnance disposal and mine clearance) of the Swiss Army were called in. These could confirm that it is a sharp dud. Specifically about a centenarian, 7.5 cm steel grenade from a Swiss artillery gun. The securing and removal of the steel grenade in a specially secured truck of the army finally took place successfully on Friday afternoon. Meanwhile, the Rechenwaldstrasse was temporarily closed in the corresponding area.
275;Witness call: drove on after the accident;On Thursday (July 22nd, 2021) an accident between a car and a motorcycle occurred on St.Jakob-Strasse. The motorcyclist fell and was slightly injured. The driver left the scene of the accident without paying any attention to the casualty. The police are looking for witnesses. On Thursday, July 22, 2021, a motorcyclist drove into town on St.Jakob-Strasse after 10 p.m. At the level of Adlerbergstrasse, the man was overtaken by a black passenger car. When the car turned back into the lane, there was a collision between the two vehicles, whereupon the motorcyclist fell. He was slightly injured in the process. The person at the wheel of the car continued to drive without paying any attention to the injured person or the damage, and the police are looking for witnesses who were able to observe the accident or provide information about the vehicle and the person behind the wheel. The St.Gallen City Police will receive information on 071 224 60 00.
276;Two accidents with injuries;On Thursday (July 29th, 2021) there were two accidents in the city of St.Gallen, each of which injured one person. There was a collision between a car and a motorcycle on Rorschacher Strasse and a cyclist had a self-accident on Zürcher Strasse. On Thursday just before 10 a.m., a 41-year-old driver wanted to turn off Helvetiastrasse into Rorschacher Strasse. He overlooked a 28-year-old motorcyclist who was driving out of town on Rorschacher Strasse. As a result of the collision, the two-wheeler fell and injured herself rather easily. She was taken to the hospital by the ambulance and in another accident shortly after 4 p.m. on Zürcher Strasse, a cyclist was injured. This crashed in the area of ​​the old Zürcher Strasse without any third party interference. The paramedics brought the 36-year-old to the hospital with undetermined, rather minor injuries.
277;Man reported because of air pistol;On Friday morning (July 30th, 2021) the St.Gallen city police received the message that two people were in the area of ​​the Drei Weieren, whereby a man was manipulating with a pistol. Several patrols moved out and were able to stop the two men. A 23 year old is shown. On Friday at 8 a.m., a passer-by in the Drei Weieren saw a man manipulating a pistol. He was with another man. As a result of the report, several patrols from the St.Gallen City Police moved out and were able to stop the two people for control. They were taken to the police station for further investigation, and it turned out that the pistol was an air gun. Why the 23-year-old Swiss was carrying the pistol is still unclear and is being clarified by the St.Gallen city police. As far as we know, nobody was threatened or endangered with it. However, since the man was illegally carrying the pistol, he is charged with violating the gun law. His companion was able to leave the police station without taking any measures.
278;Traffic accident with injured pedestrian;On Saturday (July 31st, 2021) a car collided with a pedestrian on the Bohl. The pedestrian injured his elbow and foot slightly. A briefing in hospital care was not necessary. On Saturday at around 1:30 a.m., a 32-year-old drove his car on the Bohl in the direction of the train station. Due to a distraction, he overlooked the pedestrian crossing from the left. The left side of the vehicle caught the pedestrian and lifted it against the windshield. The pedestrian suffered minor injuries to his elbow and foot. He did not have to be taken to hospital care. There was rather minor property damage to the vehicle.
279;Several cyclists fined;The complaints about cyclists who do not comply with the driving ban in the Drei Weieren area have increased recently. That is why it was decided at a round table to carry out driving ban controls. In the past two weeks, the police issued several fine-tuning busses in this regard, and the St. It is said that there were sometimes dangerous situations with pedestrians. The topic was discussed at a round table with representatives from the neighborhood and the authorities. As a measure, it was jointly decided that the St.Gallen city police will carry out driving ban checks. Before the controls took place, the city police pointed out the problem and the controls via social media.Several fines were issued In the past two weeks, the St.Gallen city police carried out driving ban controls on five days. In doing so, those times were taken into account at which many people, including those on foot, are out and about. The St.Gallen city police checked a total of 44 cyclists who did not comply with the driving ban. They received a fine of CHF 30. Mutual considerationThe Drei Weieren local recreation area is used by different people, with different interests clashing. So that there are as few conflicts as possible, it is important that the rules are adhered to and that mutual consideration is shown. The St.Gallen City Police will also be present in the future and monitor the situation.
280;Three cases of driving in an inability to drive;From Wednesday evening (August 4th, 2021) until early Thursday morning, the St.Gallen city police stopped three people who had driven a vehicle despite consuming alcohol or drugs. One of the parties involved did not have a driver's license and had stolen the motorbike. All persons were reported. On Wednesday afternoon, the St.Gallen city police were called after a witness spotted a suspiciously unsafe controlled delivery van. The vehicle could be stopped on Falkensteinstrasse. The police judged the driver to be incapable of driving and took away the driver's license from the 46-year-old. Shortly thereafter, the police stopped a young man on a motorcycle who was riding without a helmet on the pavement of the spinning mill road. The inspection revealed that he did not have a driver's license for the motorcycle and had stolen it. The emergency services judged the man to be incapable of driving. The public prosecutor's office ordered a blood and urine test for the 22-year-old. The motorcycle was seized and the owner contacted. During a patrol trip early Thursday morning, the St.Gallen city police stopped a car on Rorschacher Strasse in which the smell of marijuana was discovered. During the inspection, the police found 9.8 grams of marijuana and 2 grams of hashish from the driver. The 19-year-old was judged incapable of driving and had to give blood and urine samples. The driver's license has been removed and all parties involved are reported to the public prosecutor's office by the St.Gallen City Police.
281;Cyclist injured his head after braking hard;On Thursday (August 5th, 2021) a cyclist fell after an emergency stop. He suffered minor injuries to his head. There was no property damage. On Thursday afternoon shortly after 1 p.m., a cyclist fell after braking on the military road. He wanted to prevent a collision with a passerby who was crossing the street. According to the cyclist, children were playing near the scene of the accident and he wanted to keep an eye on them. As a result, he had seen the passer-by too late. With the emergency stop, the man fell over the handlebars and sustained a head injury. He was given medical care by the ambulance and could be released on site. There was no property damage.
282;Call for witnesses: Fled after a self-accident with a damaged vehicle;On Saturday morning (August 7th, 2021) the St.Gallen city police received the report of an alleged traffic accident on Heinrichsbadstrasse. On site, the police were only able to detect a rear bumper of a vehicle and floor damage. There was no trace of the vehicle. This could later be found in Schaan, in the Principality of Liechtenstein. The person who was driving the vehicle could not be found. On Saturday morning, August 7th, 2021, shortly after 7.30 p.m., the St.Gallen City Police received a report of a suspected traffic accident on Heinrichsbadstrasse in St.Gallen. The police officers who had moved out found only a rear bumper of a vehicle. There was no trace of the polluter vehicle. It also caused damage to the fields. Based on further reports and findings, the police are currently assuming the following sequence of events: The gray passenger car was stolen in Herisau AR and directed towards St.Gallen. The first traffic accident occurred on Heinrichsbadstrasse. The vehicle was damaged and steered further without a rear bumper. Inquirers were then able to view the vehicle in Buchs SG. There was further damage to property from the vehicle involved in the accident. In the end, the gray passenger car was abandoned and found damaged in Schaan, in the Principality of Liechtenstein. The person driving the car could not be found. In addition to the St.Gallen City Police, which is responsible for recording accidents, the Cantonal Police AR and SG and the State Police for the Principality of Liechtenstein were also involved. The police are looking for witnesses who can provide information about the vehicle that caused the accident and the person behind the wheel or observations in connection with the vehicle described can do. The St.Gallen City Police will receive information on 071 224 60 00.
283;Man collides with tree after a fit of weakness;On Monday (August 9th, 2021) a 74-year-old driver collided with a tree on Zürcher Strasse. The man had previously suffered a weakness and had strayed from the street. The person involved injured himself slightly, the vehicle was total write-off. On Monday morning shortly after 9 a.m., a 74-year-old man collided with a tree on Zürcher Strasse near the Lerchenfeld swimming pool. Previously, the person involved had suffered a faint attack and had strayed from the street. He drove a few meters on the sidewalk until the vehicle hit a tree head-on. The man suffered minor injuries and had to be looked after by the emergency services. The vehicle was totaled. For the recovery of vehicles, Zürcher Strasse had to be temporarily single-lane. The oil brigade of the St.Gallen professional fire brigade was called because of various leaking liquids.
284;Man loses control of his car and crashes into a concrete wall;On Tuesday (August 10th, 2021) there was a self-accident on Fähnerstrasse. An 80-year-old lost control of his vehicle while parking, which then slid over a slope and crashed into a concrete wall. The driver was slightly injured. There was a major damage to property: On Tuesday shortly before 11 a.m. there was a self-accident on Fähnerstrasse. The 80-year-old driver mixed up the accelerator and brake pedals while parking, whereupon the vehicle first broke through a fence and finally slid down a slope. Despite the thick bushes, the vehicle did not come to a standstill until it hit a concrete wall. The driver injured his arm superficially and there was a high level of property damage.
285;Three cases of drug possession;From Tuesday noon to Tuesday evening (August 10, 2021), three people were stopped for drug possession during controls. Two cases were marijuana and one was methadone tablets. One party was taken into police custody. All persons received a 30-day eviction order for the city of St. Gallen. On Tuesday shortly after 1 p.m., the city police on Waaghausweg were able to stop a man who had previously been spotted while monitoring the exchange of suspected drugs. After addressing narcotics, the 34-year-old handed over a blister with 10 methadone tablets. He also confirmed that he had received the tablets from the other person. However, this could no longer be found.In the evening shortly before 8 p.m., the city police stopped a 21-year-old and an 18-year-old on the occasion of an identity check on Langgasse. Almost 46 grams of marijuana were seized from men, 20 grams of marijuana and 0.1 grams of cocaine from women. During the survey, the woman incriminated the 21-year-old as a seller of the marijuana. The man was taken into police custody and handed over to the public prosecutor. All narcotics were seized by the St.Gallen City Police. Those involved received a 30-day evacuation order for the city of St.Gallen and were reported.
286;Around 6,500 children and young people start the new school year;The new school year for St.Gallen schoolchildren begins on Monday, August 16, 2021. A total of 6,476 girls and boys attend a municipal kindergarten or school. There are 691 children on the way to school who are entering the first kindergarten. Employees of the St.Gallen City Police support them in the first few days on their way to kindergarten. Next Monday, August 16, 2021, a new everyday life will begin for 691 children (previous year: 690). You are entering kindergarten. For 642 “Erstgix” (previous year: 643) the first day of primary school is on. A total of 6,476 children and adolescents (previous year: 6,460) go to a municipal kindergarten or nursery school. In a municipal school, where they are taught by a total of 788 teachers (previous year: 800). In order to ensure safe kindergarten and school routes, the St.Gallen City Police will be present in the vicinity and at pedestrian crossings from August 16 to 20, 2021. With the “Attention, surprise children” campaign, the city police want to raise awareness among vehicle drivers and make them aware of the right of way at the pedestrian crossing.
287;Man falls from the 3rd floor;On Thursday (August 12th, 2021) a 29-year-old man fell from the 3rd floor of a house on Lehnstrasse. He fell 11 meters deep and seriously injured his back and pelvic area. On Thursday night shortly after midnight, a 29-year-old fell from the third floor of a house on Lehnstrasse. He wanted to get to his girlfriend's apartment, for which he had no key. So he climbed out of the stairwell window to the friend's bedroom window. The friend was startled by the noises and let the shutter down. At that moment the man fell 11 meters into the forecourt. He was badly injured in his back and pelvis. The exact cause of the fall is still unknown.
288;Collision between car and truck;On Thursday (August 12th, 2021) there was a collision between a passenger car and a truck on Rosenbergstrasse. A person involved ignored a light signal. Nobody was injured, there was moderate property damage. On Thursday, shortly after 11 a.m., a car and a truck collided at the Kreuzbleiche motorway entrance after the light signal had been disregarded by a person involved. The vehicles collided laterally, causing moderate property damage. Nobody got hurt. The exact course of the accident is still unknown, as both parties stated that they had the green light.
289;Lots of police operations in the city of St.Gallen;From Friday (August 13th, 2021) to Sunday (August 15th, 2021) the St.Gallen City Police had to deal with many missions. These were disturbances of the peace, arguments or people who were drunk. The police also carried out various traffic checks, and several people were reported. The St.Gallen City Police had to cope with many missions last weekend from Friday to Sunday. The police moved out about 25 times because of noise complaints. There were also three reports of intoxicated people who could not stand on their feet. They were handed over to family members or acquaintances. Around ten missions were due to verbal or physical disputes. The people were made aware of the possibility of filing a complaint. During the interventions, people tried to evade control in two cases. You could be stopped. During another mission, a man behaved extremely aggressively and tried to kick the emergency services. In addition, the police were severely insulted and sometimes threatened during several missions. A total of six people were reported for impeding an official act or verbal abuse. One accident and several traffic offenses. The St.Gallen city police were also challenged in the traffic area. An accident occurred on Oberstrasse on Friday at 10 p.m. In the area of ​​the junction with Vonwilstrasse there was a collision between a car and a pedestrian. The 20-year-old injured himself indefinitely and was brought to the hospital by the ambulance. The exact background will be clarified by the St.Gallen City Police. Due to the increasing number of complaints from the population about car victims, the St.Gallen City Police carry out increased traffic checks, especially on the weekends. Last weekend, the police discovered illegal technical changes in two vehicles. In addition, four vehicle drivers who had turned up the engine unnecessarily were stopped. The police also checked two vehicle drivers who had breath alcohol measurements of 0.32 mg / l and 0.55 mg / l, respectively. All participants were displayed. The St.Gallen City Police will continue to carry out more traffic controls in relation to car posers in the coming weeks.
290;Man flees from police control;Early on Sunday morning (August 15, 2021) a 21-year-old escaped from a police check in the car. The vehicle and the driver could later be located. After a refused alcohol test and a false statement, the man was temporarily arrested. During a traffic control on St. Josefen-Strasse, the police discovered that a vehicle was maneuvering around, which should have passed the control beforehand. The night drive by the city police was unsuccessful because visual contact was lost. A little later the vehicle was found on Ochsenweidstrasse. A patrol of the St.Gallen canton police went to the place of residence outside the city of the vehicle owner, who arrived at the same moment in a taxi. The man was handed over to the St.Gallen City Police to handle the case. During the interrogation that followed, he stated that his colleague had driven the vehicle. He refused to take an alcohol test. He later withdrew his testimony and admitted to having driven himself. He was provisionally arrested and the car was seized. The exact background has not yet been clarified and the St.Gallen City Police is making further inquiries.
291;Man triggers a moth fire by cigarette in bed;On Monday evening (August 16, 2021) there was a moth fire on Rosenbergstrasse. A man had previously smoked a cigarette in bed and then knocked over the ashtray while he was sleeping. The bedspread started to burn, but the man was able to put it out. Nobody was injured. Shortly after 10 p.m. on Monday evening, a moth fire broke out on the 6th floor of a house on Rosenbergstrasse. A 46-year-old had smoked a cigarette in his bed and disposed of it in the ashtray that lay next to him on the mattress. There was paper in the ashtray. While he was asleep he knocked over the ashtray and the embers set fire to the bedspread. The man could remove the duvet himself in the shower. Nobody was injured, property damage only occurred to the duvet. The St.Gallen professional fire brigade as well as the St.Gallen canton and city police were in action.
